MSV,Ma_Mon_Hoc_rieng,So_luong_mon_rieng,Ma_Mon_chung,So_luong_lop_trung
16006115,"['CHE1080', 'EVF2032', 'EVS3250', 'EVS3409', 'EVS3410', 'EVS3453', 'MAT1091', 'MAT1101', 'PHI1002', 'PHY1103']",10,[],0
16006275,"['PHY2302', 'PHY3508']",2,[],0
16006283,"['HIS1001', 'HMO3603', 'HMO3608', 'HMO3610', 'PHI1002']",5,[],0
16006503,['EVS3241'],1,[],0
16006825,['PHY2304'],1,[],0
16007060,['CHE1081'],1,[],0
16007096,['MAT3300'],1,[],0
16007791,"['MAT1092', 'MAT2403']",2,[],0
16008258,"['MAT1101', 'PHY1103']",2,[],0
16008265,['CHE1081 QTS'],1,[],0
16008485,"['MAT1092', 'MAT2403', 'PHY1106 QTL', 'POL1001']",4,[],0
16008513,['MAT1101'],1,[],0
16008531,"['CHE1084', 'CHE1085', 'CHE2114', 'MAT1101']",4,['CHE1085'],2
16008908,"['MAT2311 TNT', 'MAT3318 TNT', 'MAT3347']",3,[],0
16008946,"['CHE1081', 'EVS2302', 'EVS3241', 'EVS3245', 'MAT1090', 'MAT1092']",6,[],0
16008988,"['MAT2303', 'MAT2306', 'MAT3500', 'MAT3506', 'MAT3533', 'MAT4073', 'MAT4080', 'MAT4082']",8,[],0
16009074,"['MAT1192', 'PHY1100', 'PHY1103']",3,[],0
16009266,"['CHE1081', 'MAT1091']",2,[],0
16009968,['PHY2004'],1,[],0
16011200,"['PHY1108', 'PHY2302', 'PHY2304', 'PHY3606']",4,[],0
16015559,"['PHY2304', 'PHY3606']",2,[],0
16016387,['MAT1091'],1,[],0
16105255,['MAT1091'],1,[],0
17000004,"['MAT2311', 'MAT3347', 'MAT3363 TNT']",3,[],0
17000008,['CHE2021'],1,[],0
17000012,"['CHE1065', 'CHE1075']",2,[],0
17000127,"['MAT2308', 'MAT3452', 'MAT3525', 'MAT3532 CLCMTKHTT', 'MAT3539', 'MAT3544']",6,"['MAT3532 CLCMTKHTT', 'MAT3544']",4
17000196,"['CHE1067', 'CHE1069', 'CHE1083', 'CHE2114', 'MAT1101']",5,['CHE1069'],11
17000229,"['CHE3254', 'MAT1101', 'PHY1103']",3,[],0
17000235,"['GEO3269', 'MAT1091', 'POL1001']",3,[],0
17000311,['MAT3514'],1,[],0
17000426,"['MAT2303', 'MAT2314', 'MAT2315', 'MAT2315E CLCMTKHTT', 'MAT2317', 'MAT3301']",6,['MAT2317'],1
17000610,['POL1001'],1,[],0
17000751,['BIO3098'],1,[],0
17000757,"['PHY1103', 'PHY1104']",2,['PHY1104'],7
17000829,['EVS3241'],1,[],0
17000950,"['MAT2406', 'MAT3507']",2,[],0
17000957,['MAT2303'],1,[],0
17000962,['MAT2311'],1,[],0
17000997,"['MAT3539', 'MAT3544']",2,['MAT3544'],1
17001015,['MAT2303'],1,[],0
17001016,"['MAT2403', 'MAT3533']",2,[],0
17001025,['CHE1081'],1,[],0
17001071,"['MAT2407', 'MAT3301', 'PHY1113']",3,[],0
17001078,"['HIS1001', 'PHI1002']",2,[],0
17001084,['MAT3452'],1,[],0
17001097,['BIO3304'],1,[],0
17001108,"['CHE1084', 'CHE1085']",2,['CHE1085'],2
17001114,"['CHE1081', 'POL1001']",2,[],0
17001171,"['CHE2021', 'CHE3253', 'CHE3254']",3,[],0
17001179,"['MAT3539', 'MAT3544']",2,['MAT3544'],1
17001218,"['CHE1057', 'CHE1081']",2,[],0
17001243,"['EVS3232', 'EVS3240', 'MAT1090', 'MAT1091', 'MAT1192', 'PHY1100']",6,['EVS3240'],4
17001258,"['CHE2110E TTH', 'CHE2113 TTH']",2,[],0
17001317,"['E363 TTKHMT', 'E455 TTKHMT', 'MAT2403']",3,[],0
17001490,"['CHE1080', 'GEO2320']",2,[],0
17001547,"['EVS3232', 'EVS3240', 'EVS3241', 'EVS3244', 'EVS3287', 'EVS3331', 'EVS4073']",7,"['EVS3240', 'EVS3331']",5
17001615,"['PHY1108', 'PHY2004 QTL', 'PHY2310', 'PHY2404 TNL', 'PHY3167', 'PHY3508']",6,[],0
17001710,['MAT2403'],1,[],0
17001723,"['CHE1067', 'CHE1069', 'MAT1092']",3,['CHE1069'],11
17001803,['MAT1192'],1,[],0
17001896,"['MAT3305', 'MAT3306']",2,[],0
17001902,"['CHE2018', 'CHE2019', 'CHE2019 CLCCNH', 'CHE2019 CLCHD']",4,"['CHE2019', 'CHE2019 CLCCNH']",2
17002124,"['MAT2308', 'MAT2502']",2,[],0
17002137,"['CHE1048', 'CHE1065', 'CHE2021', 'CHE3045', 'CHE3254', 'MAT1101']",6,[],0
17002197,"['EVS3241', 'EVS3250', 'EVS4071']",3,[],0
17002250,['MAT1192'],1,[],0
17002345,"['BIO3258', 'CHE1081', 'PHY1103']",3,[],0
17002391,"['HIS1001', 'PHI1002', 'PHY2304', 'PHY3508 TNL', 'POL1001']",5,[],0
17002505,['EVS3241'],1,[],0
17002523,"['MAT2301', 'MAT2303', 'MAT2314', 'MAT2315', 'MAT2315E CLCMTKHTT', 'MAT2317']",6,['MAT2317'],1
17002632,"['MAT2301', 'MAT2303']",2,[],0
17002740,"['MAT2308', 'MAT2406', 'MAT3452', 'MAT3514']",4,[],0
17002746,"['MAT2403', 'MAT2406', 'MAT3525', 'MAT3532 CLCMTKHTT']",4,['MAT3532 CLCMTKHTT'],3
17002810,['GEO2059'],1,[],0
17002876,['CHE1081'],1,[],0
17002889,"['GEO2320', 'GEO3304']",2,[],0
17002957,"['BIO2045E CLCCNS', 'BIO2400E CLCCNS', 'CHE1081 CLCCNS', 'PHY1103']",4,[],0
17003032,"['MAT2311', 'MAT2314', 'MAT2315', 'MAT2315E CLCMTKHTT', 'MAT2317', 'MAT3305', 'MAT3306', 'MAT3347']",8,['MAT2317'],1
17003083,"['PHY1108', 'PHY2302', 'PHY3508']",3,[],0
17003103,['MAT2403'],1,[],0
17003220,['PHY2064 TNL'],1,[],0
17003237,"['MAT3452', 'MAT3514', 'MAT3533', 'MAT3539']",4,[],0
17003438,"['MAT2306', 'PHY1103']",2,[],0
17003445,['MAT2303'],1,[],0
17003673,"['BIO2400E CLCCNS', 'BIO3182 CLCCNS', 'MAT1101', 'MAT1192 CLCCNS', 'PHY1100']",5,[],0
17003756,['EVS4071'],1,[],0
17003780,['PHY2306'],1,[],0
17003909,['MAT2303'],1,[],0
17003974,"['PHY3163 QTL', 'PHY3508', 'PHY3609', 'PHY3610', 'PHY3610 TNL', 'PHY3610E QTL', 'PHY3623', 'POL1001']",8,"['PHY3610', 'PHY3623']",3
17003989,['CHE3045'],1,[],0
17004045,"['MAT1092', 'PHI1002']",2,[],0
17004087,['MAT2502'],1,[],0
17004128,['GEO3219'],1,[],0
17004137,['CHE3254'],1,[],0
17004264,['MAT2311'],1,[],0
17004298,"['BIO3099', 'BIO3169']",2,[],0
17004373,"['CHE1048', 'MAT1091']",2,[],0
17004410,"['BIO3330 CLCCNS', 'BIO3345 CLCCNS', 'CHE1081 CLCCNS']",3,[],0
17004472,"['MAT3525', 'MAT3532 CLCMTKHTT']",2,['MAT3532 CLCMTKHTT'],3
17004546,"['MAT2311', 'MAT3365', 'MAT3372', 'PHI1002']",4,[],0
17004650,"['MAT2034', 'MAT2308', 'MAT2314', 'MAT2315', 'MAT2315E CLCMTKHTT', 'MAT2317', 'MAT3507']",7,['MAT2317'],1
17004828,['PHY1100'],1,[],0
17004880,"['MAT3525', 'MAT3532 CLCMTKHTT']",2,['MAT3532 CLCMTKHTT'],3
17004917,"['MAT3452', 'MAT3535 CLCMTKHTT', 'PHY1100']",3,[],0
17005008,['CHE1080'],1,[],0
17005014,"['CHE1057', 'EVS3158', 'EVS3159 CLCCNKTMT', 'EVS3287', 'EVS3331', 'EVS3455', 'EVS3459 TTKHMT', 'EVS3460', 'EVS3464 CLCCNKTMT', 'EVS4071', 'MAT1092']",11,['EVS3331'],1
17005017,"['MAT2301', 'MAT2303']",2,[],0
17005075,"['BIO2127 CLCCNS', 'BIO2215E CLCCNS', 'BIO2516 CLCCNS', 'BIO2800 CLCCNS', 'BIO3302E CLCCNS', 'BIO3802E CLCCNS']",6,[],0
17005115,"['CHE1075E CLCHD', 'MAT1092 TTH']",2,[],0
17005166,"['MAT3452', 'MAT3539']",2,[],0
17005320,"['MAT2403', 'MAT2406']",2,[],0
17005436,"['MAT3525', 'MAT3532 CLCMTKHTT']",2,['MAT3532 CLCMTKHTT'],3
17005443,['CHE1080'],1,[],0
17005538,"['GEO3265', 'GEO3269', 'GEO3270', 'GEO3276', 'GEO3293', 'HIS1056', 'MAT1091']",7,[],0
17005618,"['BIO3356 CLCCNS', 'CHE1057 CLCCNS', 'CHE1080', 'MAT1091', 'MAT1101', 'PHY1103']",6,[],0
17005634,"['MAT2403', 'MAT2502']",2,[],0
17005636,"['MAT1091', 'MAT1092']",2,[],0
17005657,"['CHE1065', 'CHE1067 CLCHD', 'MAT1092']",3,[],0
17005746,"['BIO2045', 'CHE1057', 'CHE1080', 'MAT1101', 'PHY1103']",5,[],0
17005895,"['CHE1065', 'CHE1091', 'CHE2018', 'CHE2019', 'CHE2019 CLCCNH', 'CHE2019 CLCHD', 'CHE3045', 'CHE3253', 'CHE3254']",9,"['CHE2019', 'CHE2019 CLCCNH']",2
17005898,['BIO3303'],1,[],0
17006074,['CHE1080'],1,[],0
17006081,"['CHE1084', 'CHE1085']",2,['CHE1085'],2
17006089,['MAT1091'],1,[],0
17006154,"['MAT1101', 'MAT1192']",2,[],0
17006166,['MAT1092'],1,[],0
17006180,['MAT2301'],1,[],0
17006218,"['GEO3266', 'GEO3305']",2,[],0
17006357,"['MAT2311', 'MAT2407', 'MAT3300', 'MAT3306', 'PHY1100']",5,[],0
17006362,['MAT1090'],1,[],0
17006389,"['MAT3452', 'MAT3525', 'MAT3532 CLCMTKHTT']",3,['MAT3532 CLCMTKHTT'],3
17006556,['MAT2502'],1,[],0
17006580,"['EVS3241', 'EVS3242', 'PHY1103']",3,[],0
17006598,"['BIO3373 TNS', 'BIO3504 TNS', 'MAT1259 TNS', 'POL1001']",4,[],0
17006599,"['MAT3525', 'MAT3532 CLCMTKHTT', 'MAT3533', 'MAT3539', 'MAT3544']",5,"['MAT3532 CLCMTKHTT', 'MAT3544']",4
17006622,['CHE1090'],1,[],0
17006630,"['BIO2202', 'BIO3304', 'CHE1057', 'CHE1081', 'MAT1101', 'MAT1192', 'PHY1100', 'PHY1103']",8,[],0
17006656,['MAT2303'],1,[],0
17006730,"['MAT1091', 'MAT1092', 'MAT3525', 'MAT3532 CLCMTKHTT']",4,['MAT3532 CLCMTKHTT'],3
17006735,"['BIO3098', 'MAT1090', 'MAT1101', 'PHI1002']",4,[],0
17006804,['CHE1081'],1,[],0
17006906,['MAT2301'],1,[],0
17006908,"['BIO3178 CLCCNS', 'BIO3258', 'POL1001']",3,[],0
17006926,['PHY1103'],1,[],0
17007045,"['GEO3265', 'GEO3266', 'GEO3269', 'MAT1091', 'PHY1103']",5,[],0
17007082,"['GEO1050', 'PHY1106 QTL', 'PHY1108', 'PHY2206', 'PHY3167']",5,[],0
17007155,['MAT2303'],1,[],0
17007234,"['BIO2202', 'HIS1056']",2,[],0
17007333,['MAT2403'],1,[],0
17007399,"['MAT2403', 'MAT3525', 'MAT3532 CLCMTKHTT', 'MAT3539', 'MAT3544', 'PHI1002']",6,"['MAT3532 CLCMTKHTT', 'MAT3544']",4
17007402,['CHE1057 CLCCNS'],1,[],0
17007595,"['CHE1048', 'CHE1067', 'CHE1069']",3,['CHE1069'],11
17007620,"['MAT2301', 'MAT2306', 'MAT2311', 'MAT3347', 'MAT3363 TNT', 'PHI1002']",6,[],0
17007746,"['BIO3098', 'BIO3099', 'BIO3169', 'BIO3304', 'CHE1057']",5,[],0
17007807,"['E363 TTKHMT', 'E455 TTKHMT', 'MAT1092', 'MAT2403']",4,[],0
17007866,"['BIO3304', 'MAT1091']",2,[],0
17007870,['PHY1100'],1,[],0
17007911,['MAT1092'],1,[],0
17007975,"['CHE1048', 'CHE1067 CLCHD', 'CHE1090', 'HIS1056', 'PHY1103']",5,[],0
17008031,['CHE1090'],1,[],0
17008064,"['PHY1100', 'PHY1103']",2,[],0
17008148,"['CHE1052', 'CHE1054', 'CHE1054 CLCHD', 'CHE1054 CLCCNKTHH']",4,"['CHE1054', 'CHE1054 CLCHD']",9
17008170,"['CHE1065', 'MAT1092', 'PHY1100']",3,[],0
17008194,"['BIO3098', 'BIO3304']",2,[],0
17008217,"['MAT1092', 'PHI1002']",2,[],0
17008272,"['MAT1091', 'MAT1092']",2,[],0
17008293,"['EVS3232', 'EVS3240', 'EVS4073']",3,['EVS3240'],4
17008415,['BIO3178 CLCCNS'],1,[],0
17008451,"['CHE1065', 'CHE3045', 'MAT1101', 'PHY1103']",4,[],0
17008511,"['MAT2403', 'MAT3525', 'MAT3532 CLCMTKHTT', 'MAT3539', 'PHY1103']",5,['MAT3532 CLCMTKHTT'],3
17008525,"['CHE1080', 'MAT1090', 'PHY1103']",3,[],0
17008573,"['MAT2403', 'MAT2502', 'MAT3500', 'MAT3525', 'MAT3532 CLCMTKHTT', 'MAT3539']",6,['MAT3532 CLCMTKHTT'],3
17008686,"['MAT3525', 'MAT3532 CLCMTKHTT']",2,['MAT3532 CLCMTKHTT'],3
17008788,"['MAT3514', 'MAT3525', 'MAT3532 CLCMTKHTT']",3,['MAT3532 CLCMTKHTT'],3
17008800,"['BIO2089 TNS', 'BIO2504 TNS', 'BIO2514 CLCCNS', 'BIO3263 TNS', 'BIO3377 TNS']",5,['BIO2514 CLCCNS'],1
17008888,"['CHE1080', 'MAT1101']",2,[],0
17008903,['MAT3514'],1,[],0
17009066,"['CHE1081', 'MAT1090', 'PHY1103']",3,[],0
17009264,"['MAT2308', 'MAT3452', 'MAT3539']",3,[],0
17009381,"['EVS3232', 'EVS3240']",2,['EVS3240'],4
17009472,['CHE3045'],1,[],0
17009653,['MAT1101'],1,[],0
17009699,"['CHE2021', 'CHE3253', 'MAT1092', 'PHY1100', 'PHY1103']",5,[],0
17009820,['PHI1002'],1,[],0
17009845,"['MAT3525', 'MAT3532 CLCMTKHTT']",2,['MAT3532 CLCMTKHTT'],3
17009894,['MAT2311'],1,[],0
17009958,"['E363 TTKHMT', 'E455 TTKHMT', 'MAT1092', 'MAT2403']",4,[],0
17010957,"['MAT2306', 'PHY2500']",2,[],0
17011200,"['PHY1113', 'PHY3163', 'PHY3606']",3,[],0
17012016,['PHY2302'],1,[],0
17014449,['MAT2301'],1,[],0
17014568,['PHY2304'],1,[],0
17015011,"['PHY2302', 'PHY3163', 'PHY3606']",3,[],0
17017069,['MAT3305'],1,[],0
17017132,['BIO3302'],1,[],0
17017310,['PHY2304'],1,[],0
17018714,['PHY2304'],1,[],0
17102728,"['CHE1080', 'MAT2301']",2,[],0
17102761,"['CHE1080', 'CHE1081']",2,[],0
17103491,['POL1001'],1,[],0
17103517,['CHE1080'],1,[],0
17104149,['MAT1091'],1,[],0
17105255,['SMP1055'],1,[],0
17105588,"['HIS1001', 'PHI1002', 'POL1001', 'SMP1012']",4,[],0
17105643,['CHE1057'],1,[],0
17106080,['CHE1057'],1,[],0
17106930,['CHE1077 TNH'],1,[],0
17108016,"['CHE1057', 'CHE1081']",2,[],0
17108445,['MAT1101'],1,[],0
17108468,['CHE1080'],1,[],0
17108599,"['PHI1002', 'POL1001']",2,[],0
18000000,['CHE1075'],1,[],0
18000003,"['BIO2045', 'BIO2203', 'BIO3098']",3,[],0
18000006,"['PHY2306', 'PHY3167']",2,[],0
18000012,"['MAT3539', 'MAT3544']",2,['MAT3544'],1
18000025,['BIO3252'],1,[],0
18000038,"['MAT3533', 'MAT3539', 'MAT3544']",3,['MAT3544'],1
18000061,"['EVS3244', 'EVS4073', 'PHI1002', 'PHY1103']",4,[],0
18000071,"['CHE1081', 'MAT2403', 'PHI1002']",3,[],0
18000093,['PHI1002'],1,[],0
18000164,"['MAT1090', 'MAT1192']",2,[],0
18000174,"['PHY1108', 'PHY2304']",2,[],0
18000176,"['PHY2302', 'PHY2304', 'PHY2306']",3,[],0
18000229,"['CHE1079 TNH', 'POL1001']",2,[],0
18000259,"['GEO3219', 'MAT1192', 'PHY1100']",3,[],0
18000260,"['CHE3045', 'MAT1090', 'PHI1002']",3,[],0
18000274,"['BIO2800 CLCCNS', 'BIO3301 CLCCNS']",2,[],0
18000307,"['MAT2406', 'MAT3452', 'MAT3539', 'MAT3544']",4,['MAT3544'],1
18000311,['MAT3533'],1,[],0
18000314,"['EVS3232', 'EVS3240', 'POL1001']",3,['EVS3240'],4
18000321,"['CHE1075', 'CHE1091']",2,[],0
18000326,"['CHE2114', 'CHE3300', 'MAT1092']",3,[],0
18000329,"['MAT2306', 'MAT3300', 'MAT3500', 'MAT3514', 'MAT3539']",5,[],0
18000333,['EVS4073'],1,[],0
18000338,"['BIO2089 TNS', 'BIO2504 TNS', 'BIO2514 CLCCNS', 'BIO3257 TNS', 'BIO3377 TNS', 'BIO3701 TNS', 'MAT1101', 'MAT1259 TNS']",8,['BIO2514 CLCCNS'],1
18000339,"['CHE1057', 'EVS3245', 'EVS4071', 'MAT1101', 'PHY1100', 'PHY1103']",6,[],0
18000380,"['MAT2407', 'MAT3452', 'MAT3539']",3,[],0
18000389,['PHY2304'],1,[],0
18000398,['BIO3182 CLCCNS'],1,[],0
18000455,['CHE1081'],1,[],0
18000481,"['MAT3533', 'MAT3539', 'MAT4073', 'MAT4080', 'MAT4082']",5,[],0
18000511,"['CHE1057', 'EVS2301', 'EVS4071', 'EVS4073', 'MAT1101', 'PHY1100']",6,[],0
18000521,"['MAT2407', 'MAT3300', 'MAT3533', 'POL1001']",4,[],0
18000544,['POL1001'],1,[],0
18000567,"['MAT2502 CLCMTKHTT', 'MAT3535 CLCMTKHTT']",2,[],0
18000590,['BIO3098'],1,[],0
18000595,"['BIO2045E CLCCNS', 'BIO3182 CLCCNS', 'CHE1081']",3,[],0
18000613,"['PHY2304', 'PHY3508 TNL', 'PHY3606 TNL']",3,[],0
18000621,"['MAT2303', 'MAT2306', 'MAT3539', 'MAT3544', 'MAT4073', 'MAT4080', 'MAT4082']",7,['MAT3544'],1
18000665,"['CHE2114', 'CHE3300', 'MAT1090', 'MAT1092', 'PHI1002']",5,[],0
18000697,"['MAT3525', 'MAT3532 CLCMTKHTT']",2,['MAT3532 CLCMTKHTT'],3
18000701,"['MAT2406', 'MAT3525', 'MAT3532 CLCMTKHTT', 'MAT3533']",4,['MAT3532 CLCMTKHTT'],3
18000702,['CHE1065'],1,[],0
18000733,"['MAT2407', 'MAT3373', 'MAT3533', 'MAT3539']",4,[],0
18000757,"['BIO2045', 'BIO3099', 'BIO3169']",3,[],0
18000762,"['CHE2018', 'CHE2019', 'CHE2019 CLCCNH', 'CHE2019 CLCHD']",4,"['CHE2019', 'CHE2019 CLCCNH']",2
18000767,['CHE1081'],1,[],0
18000842,['PHY2304'],1,[],0
18000888,['PHY1108'],1,[],0
18000899,"['BIO2203', 'PHY1100']",2,[],0
18000908,"['BIO3301 CLCCNS', 'BIO3330 CLCCNS', 'BIO3345 CLCCNS']",3,[],0
18000929,['CHE1079 TNH'],1,[],0
18000951,"['CHE3045', 'CHE3300']",2,[],0
18000956,"['CHE1080', 'PHY1108', 'PHY2304']",3,[],0
18000957,"['BIO2201', 'BIO2202', 'BIO3252', 'CHE1080']",4,[],0
18000972,['PHY2306'],1,[],0
18000973,['PHY2306'],1,[],0
18001015,"['EVS3232', 'EVS3240']",2,['EVS3240'],4
18001018,"['CHE1048', 'CHE1067', 'CHE1069']",3,['CHE1069'],11
18001059,['MAT2318'],1,[],0
18001071,"['BIO2800 CLCCNS', 'BIO3330 CLCCNS', 'BIO3345 CLCCNS']",3,[],0
18001097,"['MAT2308', 'MAT2403', 'MAT3452', 'MAT3525', 'MAT3532 CLCMTKHTT', 'MAT3539', 'MAT3544']",7,"['MAT3532 CLCMTKHTT', 'MAT3544']",4
18001106,"['PHY3508', 'PHY3606', 'PHY3608']",3,[],0
18001126,"['CHE1080', 'PHY1100', 'PHY1103']",3,[],0
18001179,['BIO3258'],1,[],0
18001199,['POL1001'],1,[],0
18001200,"['BIO3258', 'BIO3304', 'MAT1090']",3,[],0
18001207,"['MAT3539', 'MAT4073', 'MAT4080', 'MAT4082']",4,[],0
18001210,['PHI1002'],1,[],0
18001240,"['MAT1101', 'MAT1192', 'PHY1100']",3,[],0
18001244,['BIO3304'],1,[],0
18001258,"['EVS3232', 'EVS3240']",2,['EVS3240'],4
18001260,['PHI1002'],1,[],0
18001289,['HIS1056'],1,[],0
18001304,"['MAT3539', 'MAT4073', 'MAT4080', 'MAT4082']",4,[],0
18001317,"['GEO3219', 'HIS1056', 'MAT1091', 'MAT1092', 'PHY1103']",5,[],0
18001328,['PHY1161 CTĐB'],1,[],0
18001343,"['MAT3452', 'MAT3514', 'POL1001']",3,[],0
18001344,"['BIO3301 CLCCNS', 'BIO3330 CLCCNS', 'BIO3345 CLCCNS']",3,[],0
18001379,"['EVS3232', 'EVS3240']",2,['EVS3240'],4
18001392,"['PHY2004', 'PHY2302']",2,[],0
18001423,"['MAT3452', 'MAT3514', 'MAT3539']",3,[],0
18001456,"['MAT2301', 'MAT4072']",2,[],0
18001461,"['MAT2301', 'MAT3300 TNT', 'MAT4072']",3,[],0
18001468,"['MAT4073', 'MAT4080', 'MAT4082']",3,[],0
18001486,"['BIO2201', 'BIO3301 CLCCNS', 'BIO3330 CLCCNS', 'BIO3345 CLCCNS']",4,[],0
18001503,"['MAT2502', 'MAT3535 CLCMTKHTT', 'PHI1002']",3,[],0
18001565,"['GEO3266', 'MAT3533', 'MAT3539', 'MAT3544']",4,['MAT3544'],1
18001615,"['BIO2400E CLCCNS', 'BIO3182 CLCCNS', 'CHE1057 CLCCNS', 'MAT1091', 'MAT1101']",5,[],0
18001628,"['MAT3318 TNT', 'MAT3322 TNT', 'MAT3334', 'MAT3344', 'MAT4072']",5,[],0
18001650,"['BIO3252', 'POL1001']",2,[],0
18001669,"['MAT2308', 'MAT3525', 'MAT3532 CLCMTKHTT']",3,['MAT3532 CLCMTKHTT'],3
18001677,['HMO3204'],1,[],0
18001679,"['GEO2059', 'GLO2056', 'GLO2066', 'MAT1192', 'PHY1100', 'PHY1103']",6,[],0
18001710,['BIO2215E CLCCNS'],1,[],0
18001726,"['PHY2302', 'PHY2306']",2,[],0
18001728,['GEO3263'],1,[],0
18001736,"['MAT4073', 'MAT4080', 'MAT4082']",3,[],0
18001739,"['MAT3500 CLCMTKHTT', 'MAT3535 CLCMTKHTT', 'PHI1002']",3,[],0
18001740,['CHE1075'],1,[],0
18001741,"['CHE1057', 'EVS3242', 'MAT1092']",3,[],0
18001763,"['MAT4073', 'MAT4080', 'MAT4082']",3,[],0
18001767,"['CHE2110E TTH', 'CHE2113 TTH']",2,[],0
18001788,"['CHE1080', 'PHY2306']",2,[],0
18001803,['PHY1100'],1,[],0
18001813,"['GEO3219', 'GEO3270', 'GEO3276', 'GEO3293', 'MAT1091']",5,[],0
18001814,"['MAT3539', 'MAT3544']",2,['MAT3544'],1
18001815,['MAT1092'],1,[],0
18001841,"['EVS3232', 'EVS3240']",2,['EVS3240'],4
18001855,['BIO2210'],1,[],0
18001877,"['BIO3258', 'CHE1057', 'HIS1001', 'PHI1002']",4,[],0
18001886,['BIO3258'],1,[],0
18001887,"['MAT3500', 'MAT3539', 'MAT3544', 'MAT4073', 'MAT4080', 'MAT4082']",6,['MAT3544'],1
18001899,"['CHE1052', 'CHE1054', 'CHE1054 CLCHD', 'CHE1054 CLCCNKTHH', 'CHE1065', 'CHE1075', 'MAT1101']",7,"['CHE1054', 'CHE1054 CLCHD']",9
18001902,"['BIO2088', 'BIO3098', 'BIO3302', 'PHI1002']",4,[],0
18001946,['MAT3305'],1,[],0
18001996,"['CHE1057', 'EVS3242', 'MAT1091', 'MAT1101', 'PHY1100', 'PHY1103']",6,[],0
18002012,"['PHY2302', 'PHY2306']",2,[],0
18002033,"['PHY2302', 'PHY3301']",2,[],0
18002036,['PHY2304'],1,[],0
18002099,"['BIO2202', 'BIO3304', 'CHE1057', 'HIS1056', 'PHY1103']",5,[],0
18002102,"['CHE1080', 'HMO3204', 'HMO3302', 'HMO3303', 'PHY1100']",5,[],0
18002119,['PHY2304'],1,[],0
18002132,"['BIO2800 CLCCNS', 'BIO3301 CLCCNS', 'BIO3803E CLCCNS', 'MAT1091', 'MAT1101']",5,[],0
18002136,"['PHY2206', 'PHY2306', 'PHY3167']",3,[],0
18002152,"['PHY1108', 'PHY2306']",2,[],0
18002157,['PHY1108'],1,[],0
18002176,"['BIO3098', 'CHE1057']",2,[],0
18002188,['CHE3300'],1,[],0
18002196,"['CHE1080', 'CHE1081', 'EVS2017', 'EVS2051', 'EVS2051E CLCCNKTMT', 'PHY1103']",6,[],0
18002211,['HIS1056'],1,[],0
18002231,"['CHE1077 TNH', 'CHE1095E TTH', 'CHE1096', 'CHE1096 CLCHD', 'CHE1096 TNH', 'CHE1096 TTH', 'CHE1096 CLCCNH', 'PHY1161 TTH', 'PHY2000', 'PHY2000 TNL', 'PHY2000E QTL']",11,"['CHE1096 CLCHD', 'CHE1096 TTH', 'CHE1096', 'CHE1096 CLCCNH', 'PHY2000']",16
18002233,"['CHE1081', 'EVS3242', 'EVS4073', 'PHY1100', 'PHY1103']",5,[],0
18002246,"['HIS1001', 'MAT3533', 'MAT3539', 'MAT3544', 'PHI1002']",5,"['MAT3539', 'MAT3544']",2
18002252,"['CHE1075', 'CHE1079', 'CHE2021']",3,[],0
