subjectCode1,subjectCode2,MSV,numberOfStudents
HMO3608,MAT3500 CLCMTKHTT,[],0
HMO3608,MAT2502,[],0
HMO3608,MAT2314,[],0
HMO3608,HMO3307,[],0
HMO3608,GEO2300,[],0
HMO3608,GEO2404,[],0
HMO3608,POL1001,[],0
HMO3608,MAT4072,[],0
HMO3608,BIO3201,[],0
HMO3608,HMO3321,[],0
HMO3608,BIO3258E QTS,[],0
HMO3608,PHY2306E QTL,[],0
HMO3608,HMO3601,[],0
HMO3608,CHE1065,[],0
HMO3608,MAT3305,[],0
HMO3608,MAT1292 TNS,[],0
HMO3608,EVS3453,[],0
HMO3608,MAT3322 TNT,[],0
HMO3608,CHE2114,[],0
HMO3608,SMP2401 CLCRHM,[],0
HMO3608,BIO2206,[],0
HMO3608,MAT1259 TNS,[],0
HMO3608,EVS3409,[],0
HMO3608,HMO3312,[],0
HMO3608,BIO3227E QTS,[],0
HMO3608,HMO3302,[],0
HMO3608,SMP2701,[],0
HMO3608,BIO3190,[],0
HMO3608,HMO2110,[],0
HMO3608,PHY1113,[],0
HMO3608,BIO2045,[],0
HMO3608,GEO2319,[],0
HMO3608,PHY3508,[],0
HMO3608,PHY1108,[],0
HMO3608,BIO3303,[],0
HMO3608,GLO3122,[],0
HMO3608,CHE1079,[],0
HMO3608,MAT3379,[],0
HMO3608,GEO2059,[],0
HMO3608,MAT3301,[],0
HMO3608,BIO3257 TNS,[],0
HMO3608,BIO3405E QTS,[],0
HMO3608,CHE1155,[],0
HMO3608,GEO3263,[],0
HMO3608,CHE3254 CLCCNH,[],0
HMO3608,PHY2206,[],0
HMO3608,MAT3101 TNT,[],0
HMO3608,MAT3500,[],0
HMO3608,MAT2314 TNT,[],0
HMO3608,BIO2400E CLCCNS,[],0
HMO3608,CHE2131 TNH,[],0
HMO3608,MAT2308,[],0
HMO3608,PHY1100,[19005484],1
HMO3608,MAT3533 CLCMTKHTT,[],0
HMO3608,BIO3191,[],0
HMO3608,PHY2304E QTL,[],0
HMO3608,MAT3318 TNT,[],0
HMO3608,PHY2306,[],0
HMO3608,BIO2203,[],0
HMO3608,PHY3609,[],0
HMO3608,CHE3254,[],0
HMO3608,MAT3344 TNT,[],0
HMO3608,BIO3263 TNS,[],0
HMO3608,EVS3402 CTĐB,[],0
HMO3608,BIO3252,[],0
HMO3608,GEO3143,[],0
HMO3608,E363 TTKHMT,[],0
HMO3608,HMO3609,"[19005484, 19005982]",2
HMO3608,CHE3253 CLCCNH,[],0
HMO3608,MAT1091,[],0
HMO3608,HMO3603,[16006283],1
HMO3608,CHE2145E TTH,[],0
HMO3608,BIO3370E QTS,[],0
HMO3608,EVS3250,[],0
HMO3608,BIO2092,[],0
HMO3608,CHE1081,[],0
HMO3608,EVS2301,[],0
HMO3608,CHE1090,[],0
HMO3608,MAT1076,[],0
HMO3608,GEO3265,[],0
HMO3608,GEO3269,[],0
HMO3608,PHY1108 QTL,[],0
HMO3608,CHE3302 CLCHD,[],0
HMO3608,BIO2403E CLCCNS,[],0
HMO3608,BIO2516 CLCCNS,[],0
HMO3608,PHY2302 TNL,[],0
HMO3608,CHE1084 TNH,[],0
HMO3608,PHY1103 CLCCNH,[],0
HMO3608,GEO3209,[],0
HMO3608,HMO2021,[],0
HMO3608,BIO3400E QTS,[],0
HMO3608,CHE1080,[19005982],1
HMO3608,CHE3045E CLCCNH,[],0
HMO3608,PHY3605E QTL,[],0
HMO3608,HMO3507,[],0
HMO3608,CHE2120E TTH,[],0
HMO3608,CHE1091 CLCCNH,[],0
HMO3608,CHE2130E TTH,[],0
HMO3608,CHE3300 CLCHD,[],0
HMO3608,EVS3250 CLCKHMT,[],0
HMO3608,MAT1092 CLCHD,[],0
HMO3608,HMO3311,[],0
HMO3608,PHY3624,[],0
HMO3608,MAT2321 TNT,[],0
HMO3608,MNS1052,[],0
HMO3608,CHE3253,[],0
HMO3608,CHE1057 CLCCNS,[],0
HMO3608,MAT1092 TTH,[],0
HMO3608,BIO3330 CLCCNS,[],0
HMO3608,MAT3535 CLCMTKHTT,[],0
HMO3608,EVS3455,[],0
HMO3608,EVS3242,[],0
HMO3608,CHE2021 CLCCNH,[],0
HMO3608,PHY3163 QTL,[],0
HMO3608,GLO3158,[],0
HMO3608,HMO2201,[],0
HMO3608,MAT3300,[],0
HMO3608,EVS4073,[],0
HMO3608,MAT3344,[],0
HMO3608,EVS3158,[],0
HMO3608,CHE2130 TNH,[],0
HMO3608,CHE1052,[],0
HMO3608,GEO3360,[],0
HMO3608,BIO3302E CLCCNS,[],0
HMO3608,MAT1101,[],0
HMO3608,CHE1095E TTH,[],0
HMO3608,PHY3608E QTL,[],0
HMO3608,GEO2016,[],0
HMO3608,BIO3258,[],0
HMO3608,MAT1092,[],0
HMO3608,MAT2303 TNT,[],0
HMO3608,EVF2007,[],0
HMO3608,PHY2303 TNL,[],0
HMO3608,BIO2210 CLCRHM,[],0
HMO3608,PHY3314,[],0
HMO3608,PHY2064E QTL,[],0
HMO3608,MAT2306,[],0
HMO3608,MAT1090,[],0
HMO3608,HMO3303,[],0
HMO3608,BIO2204,[],0
HMO3608,SMP1012,[],0
HMO3608,PHY2004,[],0
HMO3608,GEO2025,[],0
HMO3608,GEO2110,[],0
HMO3608,CHE3212 TTH,[],0
HMO3608,MAT2403,[],0
HMO3608,HIS1056,[],0
HMO3608,CHE1075E CLCHD,[],0
HMO3608,MAT3551E CLCMTKHTT,[],0
HMO3608,GEO1050,[],0
HMO3608,BIO3701 TNS,[],0
HMO3608,SMP2052,[],0
HMO3608,MAT2303,[],0
HMO3608,GLO3228,[],0
HMO3608,GEO3219,[],0
HMO3608,BIO3803E CLCCNS,[],0
HMO3608,BIO3373 TNS,[],0
HMO3608,EVS4071 CLCKHMT,[],0
HMO3608,HMO3306,[],0
HMO3608,MAT3506,[],0
HMO3608,PHY3608,[],0
HMO3608,GEO2400,[],0
HMO3608,EVS3248,[],0
HMO3608,PHY3508E QTL,[],0
HMO3608,BIO2800 CLCCNS,[],0
HMO3608,MAT2406,[],0
HMO3608,MAT3373,[],0
HMO3608,BIO2045E CLCCNS,[],0
HMO3608,CHE3300,[],0
HMO3608,PHY3508 TNL,[],0
HMO3608,MAT3365,[],0
HMO3608,CHE2114E CLCHD,[],0
HMO3608,BIO3262 TNS,[],0
HMO3608,HMO3181,[],0
HMO3608,SMP2054,[],0
HMO3608,BIO3403E QTS,[],0
HMO3608,CHE1081 QTS,[],0
HMO3608,EVS2017,[],0
HMO3608,MAT2318,[],0
HMO3608,GEO2304,[],0
HMO3608,PHY1103 CLCHD,[],0
HMO3608,MAT1292 TNH,[],0
HMO3608,BIO3178 CLCCNS,[],0
HMO3608,BIO3377 TNS,[],0
HMO3608,PHY2064 TNL,[],0
HMO3608,SMP1010 CLCRHM,[],0
HMO3608,GLO3229,[],0
GLO2069 CLCĐC,HMO2106,[],0
GLO2069 CLCĐC,PHY1161 CTĐB,[],0
GLO2069 CLCĐC,PHY1020 CTĐB,[],0
GLO2069 CLCĐC,BIO2044,[],0
GLO2069 CLCĐC,CHE1091,[],0
GLO2069 CLCĐC,GLO3196 CLCĐC,"[20006599, 20004462, 20000979, 20008248, 20004765]",5
GLO2069 CLCĐC,GEO3119,[],0
GLO2069 CLCĐC,EVF2032,[],0
GLO2069 CLCĐC,GEO2320,[],0
GLO2069 CLCĐC,BIO3098,[],0
GLO2069 CLCĐC,CHE2021,[],0
GLO2069 CLCĐC,MAT3306,[],0
GLO2069 CLCĐC,GEO3270,[],0
GLO2069 CLCĐC,CHE2110E TTH,[],0
GLO2069 CLCĐC,MAT1092 CLCCNH,[],0
GLO2069 CLCĐC,BIO3182 CLCCNS,[],0
GLO2069 CLCĐC,E476 TTKHMT,[],0
GLO2069 CLCĐC,PHY1113 TNL,[],0
GLO2069 CLCĐC,MAT2310,[],0
GLO2069 CLCĐC,CHE1084,[],0
GLO2069 CLCĐC,CHE1079 TNH,[],0
GLO2069 CLCĐC,GLO2099,[],0
GLO2069 CLCĐC,PHY3606,[],0
GLO2069 CLCĐC,MAT2301,[],0
GLO2069 CLCĐC,GEO3305,[],0
GLO2069 CLCĐC,EVS3232,[],0
GLO2069 CLCĐC,BIO2201,[],0
GLO2069 CLCĐC,EVS3241 CLCKHMT,[],0
GLO2069 CLCĐC,PHY3346 TNL,[],0
GLO2069 CLCĐC,EVS3245,[],0
GLO2069 CLCĐC,GLO2056,[],0
GLO2069 CLCĐC,CHE1083,[],0
GLO2069 CLCĐC,MAT2311,[],0
GLO2069 CLCĐC,GEO3304,[],0
GLO2069 CLCĐC,BIO3099,[],0
GLO2069 CLCĐC,CHE1048,[],0
GLO2069 CLCĐC,HMO3600,[],0
GLO2069 CLCĐC,MAT2317 CLCMTKHTT,[],0
GLO2069 CLCĐC,HMO3521,[],0
GLO2069 CLCĐC,BIO2088,[],0
GLO2069 CLCĐC,GEO3400,[],0
GLO2069 CLCĐC,CHE1075,[],0
GLO2069 CLCĐC,MAT1192 CLCCNS,[],0
GLO2069 CLCĐC,EVS3287,[],0
GLO2069 CLCĐC,CHE1067 CLCHD,[],0
GLO2069 CLCĐC,GLO3197 CLCĐC,"[20008248, 20004462, 20006599]",3
GLO2069 CLCĐC,PHY2502,[],0
GLO2069 CLCĐC,EVS2301 CLCKHMT,[],0
GLO2069 CLCĐC,MAT3507,[],0
GLO2069 CLCĐC,EVS2302 CTĐB,[],0
GLO2069 CLCĐC,PHY2310,[],0
GLO2069 CLCĐC,GEO3224,[],0
GLO2069 CLCĐC,SMP2053,[],0
GLO2069 CLCĐC,GEO3266,[],0
GLO2069 CLCĐC,PHY2302E QTL,[],0
GLO2069 CLCĐC,CHE3283 CLCHD,[],0
GLO2069 CLCĐC,PHY2500,[],0
GLO2069 CLCĐC,MAT1192,[],0
GLO2069 CLCĐC,BIO3301 CLCCNS,[],0
GLO2069 CLCĐC,MAT1192 QTS,[],0
GLO2069 CLCĐC,CHE1129 CLCCNH,[],0
GLO2069 CLCĐC,CHE1081 TNS,[],0
GLO2069 CLCĐC,MAT3562E CLCMTKHTT,[],0
GLO2069 CLCĐC,PHY1020,[],0
GLO2069 CLCĐC,MAT3347,[],0
GLO2069 CLCĐC,BIO2504 TNS,[],0
GLO2069 CLCĐC,PHY1161 TTH,[],0
GLO2069 CLCĐC,MAT2407 TNT,[],0
GLO2069 CLCĐC,CHE1079E CLCCNH,[],0
GLO2069 CLCĐC,CHE1052 CLCHD,[],0
GLO2069 CLCĐC,EVS2302,[],0
GLO2069 CLCĐC,PHI1002,[20000979],1
GLO2069 CLCĐC,GEO3237,[],0
GLO2069 CLCĐC,CHE2121 TNH,[],0
GLO2069 CLCĐC,CHE1067,[],0
GLO2069 CLCĐC,PHY3302,[],0
GLO2069 CLCĐC,GLO2038,[],0
GLO2069 CLCĐC,BIO2220,[],0
GLO2069 CLCĐC,CHE3045,[],0
GLO2069 CLCĐC,BIO3252E QTS,[],0
GLO2069 CLCĐC,MAT3300 TNT,[],0
GLO2069 CLCĐC,CHE1057,[],0
GLO2069 CLCĐC,MAT3340 TNT,[],0
GLO2069 CLCĐC,MAT3517E CLCMTKHTT,[],0
GLO2069 CLCĐC,CHE1099E TNH,[],0
GLO2069 CLCĐC,MAT3525,[],0
GLO2069 CLCĐC,BIO2127 CLCCNS,[],0
GLO2069 CLCĐC,CHE2018,[],0
GLO2069 CLCĐC,BIO2043 CLCCNS,[],0
GLO2069 CLCĐC,BIO3802E CLCCNS,[],0
GLO2069 CLCĐC,SMP1055,[],0
GLO2069 CLCĐC,BIO3304,[],0
GLO2069 CLCĐC,PHY3301,[],0
GLO2069 CLCĐC,BIO3302,[],0
GLO2069 CLCĐC,MAT3373E CLCMTKHTT,[],0
GLO2069 CLCĐC,HMO3611,[],0
GLO2069 CLCĐC,PHY3606 TNL,[],0
GLO2069 CLCĐC,EVS3244,[],0
GLO2069 CLCĐC,GLO2093,[],0
GLO2069 CLCĐC,BIO3401E QTS,[],0
GLO2069 CLCĐC,HMO3602,[],0
GLO2069 CLCĐC,PHY2304,[],0
GLO2069 CLCĐC,EVS2109,[],0
GLO2069 CLCĐC,MAT3533,[],0
GLO2069 CLCĐC,HMO3178,[],0
GLO2069 CLCĐC,CHE2128 TNH,[],0
GLO2069 CLCĐC,EVS3241,[],0
GLO2069 CLCĐC,PHY2004 QTL,[],0
GLO2069 CLCĐC,PHY1100E CLCCNKTMT,[],0
GLO2069 CLCĐC,MAT2403 CLCMTKHTT,[],0
GLO2069 CLCĐC,K300 TTKHMT,[],0
GLO2069 CLCĐC,GEO3403,[],0
GLO2069 CLCĐC,CHE1048 CLCCNH,[],0
GLO2069 CLCĐC,PHY2302,[],0
GLO2069 CLCĐC,PHY1012 TNL,[],0
GLO2069 CLCĐC,BIO3372E QTS,[],0
GLO2069 CLCĐC,CHE1081 CLCCNS,[],0
GLO2069 CLCĐC,MAT2502 CLCMTKHTT,[],0
GLO2069 CLCĐC,HMO3610,[],0
GLO2069 CLCĐC,CHE2030E CLCHD,[],0
GLO2069 CLCĐC,MAT3514,[],0
GLO2069 CLCĐC,EVS4071,[],0
GLO2069 CLCĐC,PHY1103,[20006599],1
GLO2069 CLCĐC,BIO2202,[],0
GLO2069 CLCĐC,HIS1001,[20006599],1
GLO2069 CLCĐC,BIO2089 TNS,[],0
GLO2069 CLCĐC,PHY1103 CLCMTKHTT,"[20000979, 20004765]",2
GLO2069 CLCĐC,PHY3608 TNL,[],0
GLO2069 CLCĐC,MAT2407,[],0
GLO2069 CLCĐC,HMO3204,[],0
GLO2069 CLCĐC,PHY3167,[],0
GLO2069 CLCĐC,MAT2311 TNT,[],0
GLO2069 CLCĐC,CHE1077 TNH,[],0
GLO2069 CLCĐC,BIO2215E CLCCNS,[],0
GLO2069 CLCĐC,PHY3163,[],0
GLO2069 CLCĐC,EVS4073 CLCCNKTMT,[],0
GLO2069 CLCĐC,MAT2411E CLCMTKHTT,[],0
GLO2069 CLCĐC,CHE2110 TNH,[],0
GLO2069 CLCĐC,PHY1103 QTS,[],0
GLO2069 CLCĐC,BIO3504 TNS,[],0
GLO2069 CLCĐC,CHE1057 QTS,[],0
GLO2069 CLCĐC,MAT3539,[],0
GLO2069 CLCĐC,PHY1013 TNL,[],0
GLO2069 CLCĐC,BIO3356 CLCCNS,[],0
GLO2069 CLCĐC,MAT4073,[],0
GLO2069 CLCĐC,BIO2405E QTS,[],0
GLO2069 CLCĐC,GEO3402,[],0
GLO2069 CLCĐC,MAT2034,[],0
GLO2069 CLCĐC,GLO3198,[],0
GLO2069 CLCĐC,CHE1099E TTH,[],0
GLO2069 CLCĐC,PHY1106 QTL,[],0
GLO2069 CLCĐC,CHE1052 CLCCNH,[],0
GLO2069 CLCĐC,CHE2118E TTH,[],0
GLO2069 CLCĐC,MAT3452,[],0
GLO2069 CLCĐC,SMP1010,[],0
GLO2069 CLCĐC,BIO2210,[],0
GLO2069 CLCĐC,MAT3500 CLCMTKHTT,[],0
GLO2069 CLCĐC,MAT2502,[],0
GLO2069 CLCĐC,MAT2314,[],0
GLO2069 CLCĐC,HMO3307,[],0
GLO2069 CLCĐC,GEO2300,[],0
GLO2069 CLCĐC,GEO2404,[],0
GLO2069 CLCĐC,POL1001,[20006599],1
GLO2069 CLCĐC,MAT4072,[],0
GLO2069 CLCĐC,BIO3201,[],0
GLO2069 CLCĐC,HMO3321,[],0
GLO2069 CLCĐC,BIO3258E QTS,[],0
GLO2069 CLCĐC,PHY2306E QTL,[],0
GLO2069 CLCĐC,HMO3601,[],0
GLO2069 CLCĐC,CHE1065,[],0
GLO2069 CLCĐC,MAT3305,[],0
GLO2069 CLCĐC,MAT1292 TNS,[],0
GLO2069 CLCĐC,EVS3453,[],0
GLO2069 CLCĐC,MAT3322 TNT,[],0
GLO2069 CLCĐC,CHE2114,[],0
GLO2069 CLCĐC,SMP2401 CLCRHM,[],0
GLO2069 CLCĐC,BIO2206,[],0
GLO2069 CLCĐC,MAT1259 TNS,[],0
GLO2069 CLCĐC,EVS3409,[],0
GLO2069 CLCĐC,HMO3312,[],0
GLO2069 CLCĐC,BIO3227E QTS,[],0
GLO2069 CLCĐC,HMO3302,[],0
GLO2069 CLCĐC,SMP2701,[],0
GLO2069 CLCĐC,BIO3190,[],0
GLO2069 CLCĐC,HMO2110,[],0
GLO2069 CLCĐC,PHY1113,[],0
GLO2069 CLCĐC,BIO2045,[],0
GLO2069 CLCĐC,GEO2319,[],0
GLO2069 CLCĐC,PHY3508,[],0
GLO2069 CLCĐC,PHY1108,[],0
GLO2069 CLCĐC,BIO3303,[],0
GLO2069 CLCĐC,GLO3122,[],0
GLO2069 CLCĐC,CHE1079,[],0
GLO2069 CLCĐC,MAT3379,[],0
GLO2069 CLCĐC,GEO2059,"[20008248, 20000979]",2
GLO2069 CLCĐC,MAT3301,[],0
GLO2069 CLCĐC,BIO3257 TNS,[],0
GLO2069 CLCĐC,BIO3405E QTS,[],0
GLO2069 CLCĐC,CHE1155,[],0
GLO2069 CLCĐC,GEO3263,[],0
GLO2069 CLCĐC,CHE3254 CLCCNH,[],0
GLO2069 CLCĐC,PHY2206,[],0
GLO2069 CLCĐC,MAT3101 TNT,[],0
GLO2069 CLCĐC,MAT3500,[],0
GLO2069 CLCĐC,MAT2314 TNT,[],0
GLO2069 CLCĐC,BIO2400E CLCCNS,[],0
GLO2069 CLCĐC,CHE2131 TNH,[],0
GLO2069 CLCĐC,MAT2308,[],0
GLO2069 CLCĐC,PHY1100,[],0
GLO2069 CLCĐC,MAT3533 CLCMTKHTT,[],0
GLO2069 CLCĐC,BIO3191,[],0
GLO2069 CLCĐC,PHY2304E QTL,[],0
GLO2069 CLCĐC,MAT3318 TNT,[],0
GLO2069 CLCĐC,PHY2306,[],0
GLO2069 CLCĐC,BIO2203,[],0
GLO2069 CLCĐC,PHY3609,[],0
GLO2069 CLCĐC,CHE3254,[],0
GLO2069 CLCĐC,MAT3344 TNT,[],0
GLO2069 CLCĐC,BIO3263 TNS,[],0
GLO2069 CLCĐC,EVS3402 CTĐB,[],0
GLO2069 CLCĐC,BIO3252,[],0
GLO2069 CLCĐC,GEO3143,[],0
GLO2069 CLCĐC,E363 TTKHMT,[],0
GLO2069 CLCĐC,HMO3609,[],0
GLO2069 CLCĐC,CHE3253 CLCCNH,[],0
GLO2069 CLCĐC,MAT1091,[20004462],1
GLO2069 CLCĐC,HMO3603,[],0
GLO2069 CLCĐC,CHE2145E TTH,[],0
GLO2069 CLCĐC,BIO3370E QTS,[],0
GLO2069 CLCĐC,EVS3250,[],0
GLO2069 CLCĐC,BIO2092,[],0
GLO2069 CLCĐC,CHE1081,[],0
GLO2069 CLCĐC,EVS2301,[],0
GLO2069 CLCĐC,CHE1090,[],0
GLO2069 CLCĐC,MAT1076,[],0
GLO2069 CLCĐC,GEO3265,[],0
GLO2069 CLCĐC,GEO3269,[],0
GLO2069 CLCĐC,PHY1108 QTL,[],0
GLO2069 CLCĐC,CHE3302 CLCHD,[],0
GLO2069 CLCĐC,BIO2403E CLCCNS,[],0
GLO2069 CLCĐC,BIO2516 CLCCNS,[],0
GLO2069 CLCĐC,PHY2302 TNL,[],0
GLO2069 CLCĐC,CHE1084 TNH,[],0
GLO2069 CLCĐC,PHY1103 CLCCNH,[],0
GLO2069 CLCĐC,GEO3209,[],0
GLO2069 CLCĐC,HMO2021,[],0
GLO2069 CLCĐC,BIO3400E QTS,[],0
GLO2069 CLCĐC,CHE1080,"[20004765, 20004462]",2
GLO2069 CLCĐC,CHE3045E CLCCNH,[],0
GLO2069 CLCĐC,PHY3605E QTL,[],0
GLO2069 CLCĐC,HMO3507,[],0
GLO2069 CLCĐC,CHE2120E TTH,[],0
GLO2069 CLCĐC,CHE1091 CLCCNH,[],0
GLO2069 CLCĐC,CHE2130E TTH,[],0
GLO2069 CLCĐC,CHE3300 CLCHD,[],0
GLO2069 CLCĐC,EVS3250 CLCKHMT,[],0
GLO2069 CLCĐC,MAT1092 CLCHD,[],0
GLO2069 CLCĐC,HMO3311,[],0
GLO2069 CLCĐC,PHY3624,[],0
GLO2069 CLCĐC,MAT2321 TNT,[],0
GLO2069 CLCĐC,MNS1052,[],0
GLO2069 CLCĐC,CHE3253,[],0
GLO2069 CLCĐC,CHE1057 CLCCNS,[],0
GLO2069 CLCĐC,MAT1092 TTH,[],0
GLO2069 CLCĐC,BIO3330 CLCCNS,[],0
GLO2069 CLCĐC,MAT3535 CLCMTKHTT,[],0
GLO2069 CLCĐC,EVS3455,[],0
GLO2069 CLCĐC,EVS3242,[],0
GLO2069 CLCĐC,CHE2021 CLCCNH,[],0
GLO2069 CLCĐC,PHY3163 QTL,[],0
GLO2069 CLCĐC,GLO3158,[],0
GLO2069 CLCĐC,HMO2201,[],0
GLO2069 CLCĐC,MAT3300,[],0
GLO2069 CLCĐC,EVS4073,[],0
GLO2069 CLCĐC,MAT3344,[],0
GLO2069 CLCĐC,EVS3158,[],0
GLO2069 CLCĐC,CHE2130 TNH,[],0
GLO2069 CLCĐC,CHE1052,[],0
GLO2069 CLCĐC,GEO3360,[],0
GLO2069 CLCĐC,BIO3302E CLCCNS,[],0
GLO2069 CLCĐC,MAT1101,[],0
GLO2069 CLCĐC,CHE1095E TTH,[],0
GLO2069 CLCĐC,PHY3608E QTL,[],0
GLO2069 CLCĐC,GEO2016,[],0
GLO2069 CLCĐC,BIO3258,[],0
GLO2069 CLCĐC,MAT1092,[],0
GLO2069 CLCĐC,MAT2303 TNT,[],0
GLO2069 CLCĐC,EVF2007,[],0
GLO2069 CLCĐC,PHY2303 TNL,[],0
GLO2069 CLCĐC,BIO2210 CLCRHM,[],0
GLO2069 CLCĐC,PHY3314,[],0
GLO2069 CLCĐC,PHY2064E QTL,[],0
GLO2069 CLCĐC,MAT2306,[],0
